NovelID,AuthorID,Sex,SexualOrientation,Author,Nationality,Born,PublicationYear,Age,Novel,Language,Original_Language,Filename,Segment,WordCount,AnalyticalThinking,Clout,Authentic,Tone,WordsPerSentence,SixLetters,Dictionary,FunctionWords,pronoun,PersonalPronouns,i,we,you,SheHe,they,ImpersonalPronouns,article,preposition,AuxiliaryVerb,adverb,conjunction,negation,verb,adjective,comparison,interrogative,number,quantifier,affect,PositiveEmotion,NegativeEmotion,anxiety,anger,sad,social,family,friend,female,male,CognitiveProcesses,insight,cause,discrepancies,tentative,certainty,differentiation,PerceptualProcesses,see,hear,feel,BiologicalProcesses,body,health,sexual,ingest,drives,affiliation,achievement,power,reward,risk,focuspast,focuspresent,focusfuture,relativity,motion,space,time,work,leisure,home,money,religion,death,informal,swear,netspeak,assent,nonfluencies,FillerWords,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostrophe,Parenthesis,OtherPunctuation
308,173,male,homosexual,Patrick White,Australian,1912,1973,61,The Eye of the Storm,English,English,Australia_Male_White_The Eye of the Storm_1973.docx,1,208137,67.65,80.98,6.19,40.6,14.83,19.44,83.63,53.71,15.17,10.68,1.46,0.27,1.43,6.59,0.94,4.47,7.69,14,8.77,4.21,5.51,2.12,15.68,4.48,2.55,1.78,0.74,1.7,5.05,2.91,2.08,0.45,0.52,0.47,14.41,0.91,0.23,5.9,2.73,11.8,2.43,1.15,2.08,2.81,1.4,3.66,3.79,1.55,0.92,1.02,3.48,1.78,0.85,0.15,0.7,5.75,1.48,0.81,2.65,0.79,0.47,7.47,5.48,1.08,12.88,1.82,7.06,4.23,0.91,0.76,0.62,0.34,0.29,0.24,0.56,0.1,0.03,0.14,0.26,0.03,20.97,5.77,6.21,0.62,0.7,0.73,0.31,0.49,1.93,3.87,0.34,0
309,173,male,homosexual,Patrick White,Australian,1912,1941,29,The Living and the Dead,English,English,Australia_Male_White_The Living and the Dead_1941.docx,1,122200,80.76,85.78,5.62,30.59,11.99,17.76,84.44,53.39,15.19,10.04,0.77,0.18,1.41,7.17,0.52,5.11,9.66,14.14,6.75,3.96,4.73,1.51,15.35,3.93,1.88,1.02,0.66,1.5,4.54,2.36,2.07,0.51,0.47,0.57,14.38,0.36,0.18,5.37,2.91,10,2.16,1.15,1.71,2.63,1.03,2.94,5.8,1.57,2.37,1.58,3.66,2.18,0.63,0.13,0.72,4.36,0.79,0.65,2.12,0.69,0.39,9.03,3.98,0.8,14.46,1.96,8.32,4.42,0.77,0.77,0.86,0.3,0.15,0.21,0.45,0.04,0.03,0.16,0.2,0.03,20.41,8.02,10,0.04,0.02,0.27,0.09,0.41,0.01,1.55,0,0
310,173,male,homosexual,Patrick White,Australian,1912,1966,54,The Solid Mandala,English,English,Australia_Male_White_The Solid Mandala_1966.docx,1,106551,62.07,82.71,7.18,35.35,12.19,17.36,85.05,54.03,15.14,10.38,1.11,0.32,0.98,6.74,1.23,4.75,6.85,13.94,9.01,4.77,5.88,2.2,17.68,4.26,2.14,1.91,0.77,1.71,4.55,2.53,1.98,0.45,0.47,0.52,15.28,0.93,0.14,3.33,5.57,12.31,2.35,1.21,2.28,2.87,1.49,3.79,4.79,1.82,1.65,1.05,2.91,1.69,0.59,0.08,0.52,5.68,1.28,0.69,2.78,0.8,0.46,9.19,5.42,1.1,14,2.05,7.34,4.81,1.11,0.66,0.58,0.43,0.25,0.24,0.55,0.06,0.07,0.13,0.26,0.04,24.06,7.3,8.18,0.28,0.05,0.55,0.37,0.58,4.64,2.04,0.07,0
311,173,male,homosexual,Patrick White,Australian,1912,1955,43,The Tree of Man,English,English,Australia_Male_White_The Tree of Man_1955.docx,1,202221,62.92,83.67,6.5,36.6,13.56,14.31,86.98,56.52,15.94,10.31,1.04,0.23,0.67,7.16,1.21,5.6,7.94,13.59,9.06,4.12,6.61,1.7,17.41,4.11,1.66,1.8,0.55,1.59,4.2,2.38,1.77,0.45,0.39,0.47,15.21,0.77,0.19,4.92,4.32,10.19,1.77,0.91,1.81,2.53,1.17,3.5,5.3,1.9,1.76,1.37,3.36,2.03,0.61,0.09,0.64,4.84,1.16,0.63,2.18,0.86,0.33,9.91,5.07,1.01,14.57,2.37,7.8,4.68,0.64,0.53,0.68,0.31,0.27,0.21,0.62,0.07,0.18,0.14,0.24,0.04,21.4,6.89,9.13,0.01,0.05,0.43,0.06,0.2,1.86,2.76,0,0
312,173,male,homosexual,Patrick White,Australian,1912,1979,67,The Twyborn Affair,English,English,Australia_Male_White_The Twyborn Affair_1979.docx,1,141767,78.3,77.57,9.48,35.84,15,20.07,81.2,52.24,13.86,9.78,1.63,0.41,0.99,5.72,1.03,4.06,8.31,14.79,7.79,3.79,5.4,1.81,14.07,4.41,2.56,1.79,0.7,1.76,4.84,2.67,2.1,0.43,0.52,0.56,13.07,0.57,0.35,4.39,3.04,10.34,2.1,0.89,1.74,2.69,1.25,3.28,3.68,1.53,0.83,0.94,3.36,1.79,0.57,0.28,0.75,5.73,1.46,0.7,2.76,0.75,0.49,6.72,4.99,1.03,13.57,1.91,7.77,4.11,0.87,0.74,0.72,0.37,0.3,0.29,0.58,0.17,0.05,0.09,0.24,0.03,21.87,6.03,7.37,0.21,0.22,0.58,0.28,0.83,1.9,4.14,0.28,0.05
313,173,male,homosexual,Patrick White,Australian,1912,1970,58,The Vivisector,English,English,Australia_Male_White_The Vivisector_1970.docx,1,217733,62.27,81.85,6.34,34.44,12.82,17.9,85.18,54.97,16.44,12.19,1.79,0.26,1.37,7.68,1.09,4.24,7.55,13.99,8.95,4.45,5.63,2.2,16.97,4.36,2.26,1.8,0.75,1.63,5.05,2.75,2.25,0.43,0.52,0.68,15.02,0.49,0.26,4.03,4.96,11.36,2.28,1.16,1.93,2.72,1.36,3.44,4.7,1.83,1.22,1.31,3.38,1.86,0.66,0.18,0.66,5.25,1.16,0.83,2.42,0.82,0.41,8.33,5.86,1.09,13.92,2,7.65,4.51,0.93,0.68,0.69,0.38,0.29,0.21,0.61,0.12,0.11,0.12,0.26,0.03,23.5,6.64,6.2,0.92,0.51,0.81,0.48,0.62,2.35,4.88,0.09,0.01
314,173,male,homosexual,Patrick White,Australian,1912,1957,45,Voss,English,English,Australia_Male_White_Voss_1957.docx,1,162514,69.27,78.65,9.82,38.42,14.75,18.29,84.69,54.59,14.09,8.86,1.35,0.33,0.86,5.1,1.23,5.21,7.73,13.88,9.24,3.95,6.2,1.58,15.96,4.39,2,1.76,0.67,1.83,5.27,2.96,2.24,0.49,0.48,0.7,13.37,0.43,0.24,2.67,4.3,11.15,2.2,1.03,1.95,2.52,1.47,3.63,4.24,1.67,1.26,1.03,2.87,1.65,0.6,0.08,0.52,5.35,1.27,0.85,2.45,0.81,0.45,8.31,5.32,1.3,13.11,2.02,6.8,4.53,0.86,0.68,0.4,0.28,0.38,0.18,0.42,0.05,0.04,0.14,0.22,0,22.15,6.26,10.22,0.18,0.12,0.41,0.14,0.32,2.04,2.43,0.02,0
315,174,male,homosexual,Jaime Manrique,Colombian-American,1949,2012,63,Cervantes Street,English,English,Colombia-US_Male_Manrique_Cervantes Street_2012.docx,1,99052,77.47,65.26,36.73,44.25,17.48,17.91,83.85,53.34,15.85,12.13,5.97,1.1,1.03,3.15,0.88,3.72,8.05,15.22,7.15,3.24,5.63,1.34,14.51,4.27,2.33,1.56,0.91,1.51,5.02,2.99,1.98,0.35,0.55,0.52,11.51,0.98,0.24,1.46,3.1,8.6,1.92,0.96,1.78,1.7,1.18,2.37,2.99,1.14,0.91,0.71,2.87,1.44,0.71,0.12,0.56,6.76,2.4,1.06,2.44,0.92,0.49,7.47,4.78,1.07,13.64,2.06,6.77,5.04,1.43,0.95,0.74,0.67,0.97,0.36,0.19,0.05,0.01,0.04,0.08,0.01,16.2,5.38,6.09,0.26,0.34,0.29,0.09,0.24,1.81,1.37,0.06,0.27
316,174,male,homosexual,Jaime Manrique,Colombian-American,1949,2006,57,Our Lives Are the Rivers,English,English,Colombia-US_Male_Manrique_Our Lives Are the Rivers_2006.docx,1,91273,72.11,65.95,42.15,41.44,15.95,18.19,85.22,54.95,16.88,13.15,6.47,1.16,1.24,3.44,0.85,3.73,7.74,15.25,7.5,3.7,5.67,1.54,15.66,4.12,2.22,1.61,0.88,1.38,4.94,2.87,2.01,0.34,0.7,0.46,12.25,0.81,0.22,1.91,2.87,9.2,1.89,1.18,1.99,1.68,1.25,2.48,3,1.11,1.03,0.69,2.72,1.13,0.8,0.13,0.55,7.07,2.6,0.92,2.66,0.9,0.5,7.98,5.22,1.03,14.4,2.33,6.95,5.37,1.15,0.69,0.83,0.5,0.41,0.41,0.18,0.05,0,0.04,0.09,0,17.29,5.92,6.66,0.09,0.15,0.32,0.07,0.21,2.36,1.48,0.02,0
317,175,male,homosexual,Patrick Ness,British-American,1971,2013,42,The Crane Wife,English,English,England-US_Male_Ness_The Crane Wife_2013.docx,1,72418,47.34,81.06,12.78,27.49,11.78,14.67,87.76,56.95,17.83,11.79,1.92,0.26,1.65,7.07,0.9,6.03,6.93,13.23,8.72,6.4,6.36,2.28,18.08,4.63,2.47,1.79,1.13,2,4.86,2.46,2.35,0.41,0.67,0.64,14.99,0.48,0.18,4.05,3.92,12.06,2.35,1.15,1.67,2.73,1.84,3.75,4.82,1.73,1.75,1.19,2.78,1.64,0.5,0.16,0.48,4.55,0.99,0.75,1.9,0.72,0.51,7.9,6.97,0.94,14.9,2.21,7.91,5.27,0.92,0.68,0.51,0.4,0.16,0.16,0.71,0.15,0.04,0.23,0.26,0.03,27.51,7.48,8.12,0.02,0.02,1.26,0.19,0.57,3.43,6.19,0.2,0.02
318,175,male,homosexual,Patrick Ness,British-American,1971,2003,32,The Crash of Hennington,English,English,England-US_Male_Ness_The Crash of Hennington_2003.docx,1,129952,51.41,72.44,28.51,36.06,10.58,15.56,87.62,56.36,16.9,10.94,2.92,0.54,2.19,4.45,0.84,5.93,7.27,13.41,9.72,5.99,5.75,2.34,17.94,4.7,2.29,1.94,1.19,2.19,5.23,2.87,2.29,0.46,0.64,0.46,12.04,0.37,0.2,1.76,3.46,12.37,2.54,1.3,1.94,2.9,1.86,3.33,3.26,1.22,0.85,0.87,2.47,1.32,0.56,0.15,0.42,6,1.34,1.03,2.32,1.16,0.73,6.54,8.94,1.46,15.21,2.51,7.8,5.37,1.27,0.51,0.43,0.34,0.38,0.29,0.86,0.22,0.06,0.29,0.27,0.04,20.32,7.89,6.27,0.08,0.05,1.5,0.13,0.47,0.18,3.6,0.15,0.02
319,176,male,homosexual,E. F. Benson,British,1867,1903,36,An Act in a Backwater,English,English,England_Male_Benson_An Act in a Backwater_1903.docx,1,60738,59.73,77.32,13.61,35.7,15.44,15.68,87,56.14,15.26,10.23,2.3,0.44,1.47,5.19,0.82,5.04,7.69,13.37,9.3,4.62,7.03,1.91,18.35,4.48,2.35,1.6,1.17,1.85,5.49,3.01,2.44,0.46,0.28,1.04,13.21,0.77,0.21,3.53,2.77,10.76,2.09,0.89,1.9,2.55,1.63,3.4,4.24,1.51,1.96,0.7,2.27,0.85,0.76,0.03,0.58,4.97,1.42,0.77,1.79,0.96,0.47,8.48,7.41,1.2,13.7,2.1,6.98,4.8,0.87,0.8,0.72,0.26,0.33,0.2,0.7,0.01,0.14,0.22,0.35,0,22.7,6.09,8.14,0.07,0.4,0.54,0.23,1.19,4.81,1.08,0.08,0.07
320,176,male,homosexual,E. F. Benson,British,1867,1910,43,Daisy's Aunt,English,English,England_Male_Benson_Daisy_s Aunt_1910.docx,1,59178,39.3,75.83,15.13,60.46,15.17,13.88,89.19,59.11,18.32,11.99,3.07,0.42,1.76,5.99,0.74,6.33,5.82,13.32,9.97,5.27,7.46,2.41,19.08,4.4,2.26,1.6,1.05,2.12,5.68,3.72,1.89,0.41,0.37,0.58,14.34,0.53,0.51,4.58,2.43,13.36,2.67,1.25,2.29,2.97,2.01,4.03,3.65,1.19,1.67,0.7,1.67,0.6,0.42,0.03,0.39,5.54,1.7,0.89,1.94,1.13,0.54,8.61,8.03,1.53,13.33,2.03,6.24,5.25,0.6,0.48,0.58,0.22,0.41,0.14,0.73,0.01,0.01,0.29,0.47,0,22.44,5.96,7.72,0.03,0.67,0.53,0.32,1.79,3.61,1.58,0.09,0.14
321,176,male,homosexual,E. F. Benson,British,1867,1902,35,Scarlet and Hyssop,English,English,England_Male_Benson_Scarlet and Hyssop_1902.docx,1,74366,48.72,78.75,12.96,57.35,14.76,15.53,87.7,58.09,17.48,11.44,2.54,0.41,2.04,5.63,0.81,6.04,6.51,13.52,9.5,5.15,6.62,2.25,17.73,4.48,2.35,1.94,1.1,2.05,5.25,3.43,1.76,0.37,0.43,0.38,14.29,0.4,0.31,4.31,2.33,12.84,2.51,1.22,1.88,2.84,2.07,3.97,3.96,1.23,1.95,0.64,1.61,0.71,0.39,0.06,0.44,5.14,1.39,0.84,1.84,1.15,0.46,7.7,7.72,1.13,12.72,1.84,6.57,4.46,0.81,0.58,0.5,0.36,0.27,0.1,0.6,0.02,0.01,0.29,0.36,0,22.85,5.9,7.95,0.08,0.68,0.68,0.4,1.67,4.38,0.89,0.02,0.2
322,176,male,homosexual,E. F. Benson,British,1867,1905,38,The Angel of Pain,English,English,England_Male_Benson_The Angel of Pain_1905.docx,1,143331,46.12,72.82,10.69,43.94,18.29,14.22,88.61,59.6,17.43,10.61,2.21,0.24,1.44,6.11,0.61,6.81,6.55,13.9,9.86,5.56,7.32,2.15,17.75,4.62,2.52,1.84,0.96,2.1,5.17,3.05,2.06,0.48,0.4,0.64,12.79,0.28,0.26,3.1,3.78,13.22,2.48,1.27,2.17,2.91,2.21,4.01,3.92,1.33,1.53,0.88,2.16,0.96,0.64,0.05,0.38,4.56,1.09,0.76,1.78,0.93,0.46,8.32,7.11,1.18,13.1,1.97,6.36,4.96,0.79,0.44,0.55,0.35,0.28,0.19,0.63,0.03,0.01,0.35,0.35,0,20.57,4.98,8.34,0.08,0.72,0.54,0.18,1.55,3.05,0.95,0.05,0.15
323,176,male,homosexual,E. F. Benson,British,1867,1908,41,The Blotting Book,English,English,England_Male_Benson_The Blotting Book_1908.docx,1,36951,62.54,75.69,17.29,38.21,18.26,16.29,86.58,57.01,15.64,9.83,1.98,0.22,1.33,5.76,0.54,5.81,7.44,14.33,9.06,4.77,6.73,1.6,16.84,4.18,2,1.66,1.37,1.64,4.56,2.59,1.89,0.4,0.58,0.39,12.22,0.22,0.43,0.64,5.89,10.84,2.23,1.03,1.7,2.54,1.68,3.22,3.22,1.21,1.31,0.67,1.53,0.73,0.38,0.03,0.42,4.94,0.93,0.68,2.32,0.82,0.53,9.32,5.53,1.23,15.38,2.28,7.31,6.06,1.36,0.45,0.63,0.55,0.24,0.28,0.53,0.02,0,0.33,0.22,0,20.52,5.83,7.87,0.03,0.41,0.54,0.06,1.16,3.37,0.81,0.11,0.32
324,176,male,homosexual,E. F. Benson,British,1867,1904,37,The Challoners,English,English,England_Male_Benson_The Challoners_1904.docx,1,95676,48.36,76.92,12.85,56.95,14.81,14.91,88.03,57.54,17.27,11.56,2.77,0.3,1.96,5.95,0.57,5.71,6.32,13.48,9.02,5.4,7.06,2.13,17.2,4.58,2.3,1.81,0.97,1.97,5.79,3.69,2.04,0.4,0.42,0.57,13.82,0.62,0.35,2.62,4.49,12.21,2.33,1.12,1.79,2.68,2.09,3.79,4.38,1.43,1.91,0.81,2.12,0.96,0.58,0.04,0.47,5.08,1.28,0.84,1.95,1.05,0.46,7.35,7.65,1.17,13.04,1.82,6.3,5.1,0.99,0.88,0.51,0.25,0.63,0.13,0.69,0.03,0.01,0.4,0.37,0,23.66,6.01,8.76,0.05,0.54,0.7,0.21,1.8,4.17,1.11,0.05,0.25
325,176,male,homosexual,E. F. Benson,British,1867,1906,39,The House of Defence,English,English,England_Male_Benson_The House of Defence_1906.docx,1,90721,43.25,75.24,10.55,45.85,17.09,14.7,88.74,59.22,17.72,11.11,2.01,0.28,1.58,6.65,0.6,6.6,6.14,13.71,9.53,5.66,7.67,2.15,17.86,4.41,2.43,1.79,1.02,2.03,5.36,3.19,2.1,0.46,0.51,0.46,13.27,0.22,0.21,3.31,3.9,13.04,2.55,1.37,2.05,2.86,1.99,4.12,3.63,1.22,1.47,0.79,2.51,0.85,1.02,0.03,0.52,5.12,1.01,0.83,2.14,1.12,0.48,8.74,6.94,1.22,13.51,1.97,6.34,5.36,0.77,0.45,0.56,0.3,0.49,0.19,0.63,0.04,0,0.26,0.38,0,21.84,5.25,8.36,0.12,0.56,0.53,0.29,1.83,3.29,1.15,0.08,0.39
326,176,male,homosexual,E. F. Benson,British,1867,1903,36,The Relentless City,English,English,England_Male_Benson_The Relentless City_1903.docx,1,87653,59.71,77.53,12.78,57.61,15.84,15.84,86.37,57.17,16.86,11.25,2.46,0.28,1.75,6.03,0.72,5.6,7.04,14.49,8.68,4.81,6.36,1.88,16.91,4.58,2.35,1.66,1.13,2,4.78,3.2,1.52,0.34,0.36,0.35,13.33,0.32,0.2,2.94,3.71,11.34,2.19,1.16,1.78,2.58,1.75,3.43,3.74,1.3,1.58,0.71,1.87,0.79,0.51,0.05,0.47,4.86,1.09,0.82,1.96,1.06,0.4,7.84,6.94,1.14,13.91,1.97,7.12,5,1.04,0.56,0.53,0.61,0.26,0.1,0.49,0.03,0.02,0.22,0.27,0,23.52,6.13,7.96,0.07,0.88,0.55,0.13,1.96,0.1,5.44,0.08,0.22
327,177,male,homosexual,Samuel Butler,British,1835,1901,66,Erewhon Revisited,English,English,England_Male_Butler_Erewhon Revisited_1901.docx,1,85265,48.06,73.02,18.6,43.02,23.72,14.42,87.95,59.91,17.63,11.84,3.53,0.83,1.27,5.02,1.18,5.79,6.81,14.29,10.07,5.04,7.55,1.99,17.35,4.65,2.92,2.2,1.42,2.44,4.14,2.53,1.58,0.43,0.35,0.29,13.47,1.03,0.19,0.78,5.81,12.1,2.24,1.17,2.01,2.64,1.79,3.87,2.91,1.09,1.3,0.46,1.5,0.75,0.37,0.03,0.35,5.67,1.41,0.83,2.39,1.07,0.48,7.63,7.03,1.55,13.03,1.85,6.36,4.97,1.26,0.41,0.25,0.48,0.48,0.19,0.38,0.04,0.04,0.13,0.18,0,18.7,4.03,7.31,0.1,0.68,0.4,0.09,1.99,2.79,0.83,0.15,0.34
328,177,male,homosexual,Samuel Butler,British,1835,1872,37,"Erewhon, or Over the Range",English,English,"England_Male_Butler_Erewhon, or Over the Range_1872.docx",1,82180,60.91,52.33,34.17,38.09,34.07,17.5,87.83,59.64,15.45,8.69,3.56,0.86,0.27,1.98,2.04,6.75,7.84,15.23,9.72,4.88,7.88,1.78,15.66,5.28,3.15,2.33,1.33,2.85,4.69,2.67,1.97,0.41,0.45,0.45,8.78,0.23,0.12,0.61,2.02,13.1,2.53,1.33,2.05,3.19,1.81,3.98,2.43,1.05,0.68,0.55,1.78,0.63,0.64,0.03,0.49,5.87,1.41,1.08,2.3,1.15,0.6,6.6,6.5,1.23,12.51,1.77,6.52,4.32,1.29,0.45,0.26,0.55,0.39,0.24,0.23,0.01,0.01,0.1,0.12,0,12.42,2.75,5.95,0.18,1.02,0.22,0.05,1.11,0.48,0.28,0.25,0.13
329,177,male,homosexual,Samuel Butler,British,1835,1884,49,The Way of All Flesh,English,English,England_Male_Butler_The Way of All Flesh_1884.docx,1,163321,49.92,73.88,8.41,51.55,29.27,15.35,88.8,59.6,16.42,10.58,1.99,0.44,0.66,6.33,1.17,5.83,6.36,14.92,10.22,5.09,8.04,2.04,17.43,5.28,3.4,2.19,1.35,2.64,4.93,3.14,1.76,0.35,0.32,0.44,13.65,0.88,0.25,1.82,6.07,13.16,2.32,1.22,2.37,2.98,1.85,4.32,2.37,0.87,0.93,0.47,1.49,0.51,0.59,0.04,0.32,6.02,1.37,1.07,2.4,1.28,0.53,8.43,6.31,1.2,12.81,1.72,6.12,5.1,1.35,0.51,0.39,0.74,0.72,0.18,0.36,0.01,0.02,0.12,0.22,0,13.91,3.18,6.09,0.08,0.7,0.22,0.06,1.24,1.27,0.79,0.1,0.18
330,178,male,homosexual,Ronald Firbank,British,1886,1917,31,Caprice,English,English,England_Male_Firbank_Caprice_1917.docx,1,18903,78.26,83.15,9.08,34.98,8.9,18.44,79.02,48.16,13.93,10.88,3.16,0.27,1.63,5.35,0.47,3.05,8.09,12.79,6.85,4.21,4.07,1.38,14.6,3.73,1.54,1.45,1.31,1.49,5.55,3.03,2.5,0.38,0.23,1.36,13.81,0.4,0.44,5.85,2.16,8.11,1.6,0.94,1.44,2.06,1.51,1.54,3.85,1.69,1.33,0.66,2.3,1.34,0.4,0.1,0.43,6.29,1.36,0.62,3.66,0.81,0.25,4.92,7.42,1.05,13.47,2.01,7.78,3.93,0.82,0.92,0.85,0.54,0.63,0.24,1.03,0.03,0.19,0.24,0.62,0.01,38.25,8.8,7.91,0.19,0.45,1.63,1.93,1.33,7.06,8.78,0.17,0
331,178,male,homosexual,Ronald Firbank,British,1886,1916,30,Inclinations,English,English,England_Male_Firbank_Inclinations_1916.docx,1,24867,53.59,80.96,13.98,34.87,8.24,15.94,82.7,51.6,16.79,12.48,4.51,0.67,2,4.7,0.6,4.29,7.41,11.44,9.41,5.28,4.66,1.95,18.65,3.71,1.57,1.71,0.97,1.66,6.07,3.28,2.75,0.35,0.25,1.53,14.69,0.67,0.66,5.03,1.64,9.82,1.87,0.86,1.8,2.84,1.8,2.11,4.17,1.6,1.83,0.55,2.06,1.02,0.39,0.08,0.47,6.03,2.12,0.53,2.52,0.9,0.33,4.8,11.34,1.4,12.53,2.03,6.35,4.31,0.72,0.95,0.73,0.47,0.37,0.13,1.63,0.03,0.58,0.14,0.9,0.02,44.92,9.68,6.92,0.08,0.12,1.73,2.7,1.31,9.27,13,0.08,0.01
332,178,male,homosexual,Ronald Firbank,British,1886,1915,29,Vainglory,English,English,England_Male_Firbank_Vainglory_1915.docx,1,48041,64.6,76.46,9.32,36.7,10.99,19.06,82.27,51.83,14.27,10,2.99,0.35,1.16,4.96,0.54,4.25,7.84,12.67,8.74,5.57,5.5,1.7,16.11,4.24,1.93,1.56,0.95,1.72,6.16,3.36,2.74,0.8,0.25,0.99,13.07,0.36,0.45,5.51,1.77,11.26,1.96,1,1.99,3.26,1.91,2.66,3.99,1.63,1.65,0.6,1.82,0.94,0.42,0.09,0.35,6.18,1.38,0.6,3.35,0.79,0.44,5.51,7.99,1.18,12.41,1.87,6.4,4.3,0.83,0.93,0.84,0.38,0.67,0.23,0.74,0.02,0.05,0.24,0.45,0,35.37,7.68,9.64,0.14,0.38,1,1.44,0.97,5.78,8.16,0.18,0
333,179,male,homosexual,E. M. Forster,British,1879,1924,45,A Passage to India,English,English,England_Male_Forster_A Passage to India_1924.docx,1,101411,56.52,77.6,12.14,33.74,14.01,17.73,85.38,55.59,16.03,11.1,2.33,0.58,1.38,5.35,1.46,4.92,7.71,12.62,9.06,4.45,6.65,2.34,16.78,4.26,2.11,1.69,0.92,1.97,5.68,3.02,2.56,0.42,0.51,0.81,13.94,0.42,0.37,2.13,4.16,11.4,2.21,1.14,1.85,2.17,1.78,3.62,3.18,1.13,1.31,0.59,1.64,0.67,0.53,0.07,0.33,6.18,1.7,0.86,2.5,1.02,0.62,7.41,7.33,1.13,13.04,2.22,6.59,4.39,1.14,0.64,0.31,0.3,0.66,0.23,0.57,0.02,0.01,0.23,0.33,0,23.68,6.95,7.85,0.22,0.56,0.73,0.27,0.48,4.95,1.57,0.07,0.04
334,179,male,homosexual,E. M. Forster,British,1879,1908,29,A Room with a View,English,English,England_Male_Forster_A Room with a View_1908.docx,1,67326,46.79,80.14,10.2,41.74,11.6,15.9,85.6,55.39,17.27,11.94,2.74,0.64,1.69,5.74,1.13,5.32,6.69,11.91,9.41,4.74,6.37,2.42,18.28,4.34,1.93,1.93,0.84,1.8,6.59,3.72,2.83,0.42,0.51,1.25,14.89,0.59,0.33,3.76,3.19,11.71,2.37,1.11,1.98,2.32,1.85,3.56,3.62,1.37,1.61,0.57,1.56,0.71,0.37,0.07,0.3,5.63,1.77,0.85,1.82,1.05,0.64,7.3,8.49,1.31,12.42,2.03,6.3,4.27,0.85,0.77,0.64,0.39,0.39,0.18,0.65,0.01,0.01,0.22,0.43,0,28.12,7.87,7.18,0.33,0.59,0.89,0.67,2.58,6.27,1.71,0.04,0
335,179,male,homosexual,E. M. Forster,British,1879,1910,31,Howards End,English,English,England_Male_Forster_Howards End_1910.docx,1,110181,48.7,77.52,14.08,39.72,11.83,16.19,86.16,56.05,16.63,11.09,2.54,0.66,1.57,5.18,1.13,5.54,7.05,12.39,9.88,4.68,6.69,2.51,17.9,4.38,2.22,1.66,1.03,1.87,5.57,3.14,2.36,0.42,0.45,0.74,14.13,0.81,0.27,3.48,3.05,11.57,2.24,0.94,2.04,2.38,1.77,3.73,3.23,1.19,1.41,0.56,1.75,0.65,0.52,0.08,0.4,5.82,1.89,0.82,1.96,1.04,0.59,7.38,8.18,1.38,13.26,2.19,6.68,4.62,1.03,0.64,0.81,0.55,0.3,0.25,0.66,0.02,0.02,0.26,0.37,0,28.11,7.62,7.62,0.2,0.48,0.92,0.41,2.61,5.9,2.28,0.06,0.01
336,179,male,homosexual,E. M. Forster,British,1879,1907,28,The Longest Journey,English,English,England_Male_Forster_The Longest Journey_1907.docx,1,95168,46.92,81.03,9.17,39.56,11.24,15.37,87.21,56.89,17.51,12.25,2.42,0.59,1.63,6.5,1.12,5.25,7.38,12.17,9.59,4.69,6.77,2.58,17.95,4.33,2.15,1.71,1.05,1.83,5.68,3.2,2.43,0.33,0.53,0.87,15.39,0.63,0.31,2.31,5.58,11.51,2.23,1.06,1.96,2.26,1.76,3.79,3.4,1.24,1.47,0.59,1.9,0.8,0.49,0.07,0.43,5.64,1.72,0.92,2.03,0.93,0.67,7.81,7.75,1.26,13.03,2.07,6.38,4.76,1.42,0.63,0.62,0.43,0.42,0.25,0.48,0.03,0.03,0.16,0.28,0,27.4,8.16,7.02,0.21,0.35,0.9,0.42,2.44,5.76,2.04,0.08,0.01
337,179,male,homosexual,E. M. Forster,British,1879,1905,26,Where Angels Fear to Tread,English,English,England_Male_Forster_Where Angels Fear to Tread_1905.docx,1,50127,46.39,82.28,6.55,35.94,11.74,15.85,87.43,57.23,17.38,12.33,2.27,0.52,1.57,7.19,0.77,5.04,6.8,12.57,9.59,4.77,7.01,2.38,18.11,4.62,2.25,1.76,1,1.94,6.52,3.53,2.95,0.41,0.59,1.15,15.48,0.98,0.26,3.99,4.33,11.37,2.21,1,1.86,2.27,1.86,3.63,3.42,1.36,1.4,0.61,1.84,0.79,0.55,0.07,0.34,5.83,1.69,0.9,2.07,1.15,0.56,7.86,7.84,1.4,12.87,1.99,6.4,4.59,0.95,0.56,0.57,0.44,0.39,0.22,0.49,0.03,0.01,0.16,0.32,0,25.46,7.49,6.81,0.11,0.55,0.73,0.61,2.47,5.2,1.4,0.07,0.01
338,180,male,homosexual,Patrick Gale,British,1962,2003,41,A Sweet Obscurity,English,English,England_Male_Gale_A Sweet Obscurity_2003.docx,1,134704,63.98,81.91,8.78,40.75,12.58,16.83,85.14,54.1,14.96,10.95,1.3,0.23,1.1,7.31,1.01,3.99,7.31,14.01,8.02,5.17,6.86,1.81,16.32,4.66,2.39,1.48,1.06,1.82,4.84,2.81,1.98,0.47,0.4,0.52,14.21,0.69,0.21,4.79,3.46,10.78,2.21,1.26,1.66,2.35,1.38,3.26,3.85,1.31,1.4,0.88,2.52,1.1,0.57,0.14,0.69,5.11,1.23,0.9,1.98,0.91,0.52,8.58,5.26,1,15.06,2.25,8.15,5.07,1.47,1.28,0.96,0.56,0.21,0.18,0.61,0.06,0.04,0.22,0.29,0.03,20.21,7.19,4.85,0.02,0.07,0.79,0.12,0.47,2.2,4.43,0.06,0.01
