"ID","Gender","Age","Afraid","Angry","Attractive","Babyface","Disgusted","Dominant","Feminine","Happy","Masculine","Prototypic","Sad","Surprised","Threatening","Trustworthy","Unusual","Nose_Width","Nose_Length","FaceRoundness","Noseshape"
245,"M",20.88888889,2.411111111,2.322222222,4.044444444,2.933333333,2.055555556,2.88,1.755555556,2.382022472,5.066666667,4,3.488888889,1.877777778,2.355555556,3.488888889,2.266666667,279.5,203,0.532560214,1.376847291
246,"M",35.37078652,2.375,3.034090909,2.488636364,1.954545455,2.482758621,4,1.568181818,2.195402299,5.333333333,3.902439024,3.127906977,1.818181818,3.136363636,3.215909091,3.386363636,263.5,203.5,0.578561612,1.294840295
247,"M",24.8311828,1.934065934,2.322222222,3.230769231,2.450549451,1.888888889,3.730769231,1.56043956,2.681318681,5.362637363,4.413043478,2.274725275,1.758241758,2.43956044,3.593406593,2.142857143,308.5,208.5,0.574966231,1.479616307
248,"M",26.95238095,2.192771084,2.120481928,2.963855422,3.686746988,2.084337349,3.181818182,2.144578313,2.506024096,4.457831325,3.784313725,2.890243902,1.975903614,2.21686747,3.710843373,2.710843373,254.5,243,0.482612383,1.047325103
249,"M",30.42352941,2.142857143,1.880952381,3.261904762,2.095238095,1.785714286,3,1.571428571,2.607142857,5.21686747,3.782608696,2.845238095,1.666666667,1.94047619,3.69047619,2.25,246.5,206,0.518784297,1.196601942
250,"M",24.71910112,1.67816092,1.625,4.852272727,2.747126437,1.431818182,3.708333333,1.67816092,3.363636364,5.704545455,3.897435897,2.147727273,1.590909091,1.784090909,4.170454545,2.306818182,262,247,0.508239376,1.060728745
251,"M",36.63043478,2.868131868,1.934065934,2.417582418,2.120879121,1.846153846,2.413793103,1.483516484,2.377777778,4.56043956,1.630434783,2.593406593,2.89010989,2.263736264,3.252747253,2.472527473,223,225,0.549640288,0.991111111
252,"M",21.57777778,1.921348315,3.471910112,3.179775281,2.784090909,2.674157303,3.407407407,1.505617978,1.965909091,5.359550562,4.461538462,2.931818182,1.606741573,2.97752809,3.314606742,2.284090909,281,213,0.526886383,1.319248826
253,"M",22.05617978,2.045977011,2.534883721,3.770114943,2.609195402,2.206896552,3.565217391,1.83908046,2.333333333,4.965517241,3.43902439,2.701149425,1.574712644,2.183908046,3.494252874,2.609195402,240.5,223.5,0.544708029,1.07606264
254,"M",26.48148148,1.222222222,1.444444444,3.222222222,2.148148148,1.592592593,2.925925926,1.259259259,2.925925926,4.703703704,4.22,1.846153846,1.259259259,1.666666667,4.037037037,1.444444444,278.5,249.5,0.404329339,1.116232465
255,"M",18.26923077,1.461538462,2.384615385,3.192307692,3.730769231,1.769230769,3.115384615,1.423076923,1.769230769,4.923076923,3.74,2.72,1.269230769,1.730769231,3.461538462,1.384615385,285,205,0.451612903,1.390243902
256,"M",29.66666667,1.730769231,2.555555556,2.185185185,3.296296296,1.962962963,3.296296296,1.407407407,1.666666667,5.185185185,3.795918367,3.5,1.481481481,2.407407407,3.296296296,1.851851852,222,177,0.480033278,1.254237288
257,"M",27.34615385,2.384615385,2.615384615,3,2.346153846,2,3.76,1.384615385,2.076923077,5,3.914893617,2.923076923,1.692307692,2.692307692,3.307692308,2.038461538,282,245,0.440033085,1.151020408
258,"M",25.13793103,2.068965517,2.103448276,3.821428571,3.551724138,1.821428571,3.172413793,2.24137931,2.689655172,4.275862069,1.814814815,2.275862069,2.068965517,1.965517241,3.793103448,3.034482759,233,244,0.393927126,0.954918033
259,"M",27.56,1.375,1.52,3.24,2.44,1.4,3.416666667,1.2,3.36,5.2,4.4,1.72,1.44,1.92,3.4,2.04,301.5,226,0.502606429,1.334070796
260,"M",36.81481481,1.222222222,1.62962963,3.37037037,2.192307692,1.222222222,3.074074074,1.333333333,2.296296296,5.037037037,2.638297872,1.407407407,1.185185185,1.37037037,3.423076923,1.666666667,260.5,258.5,0.42828201,1.007736944
261,"M",23.92857143,1.714285714,2.037037037,2.892857143,2.892857143,1.571428571,2.851851852,1.333333333,2.75,4.357142857,3.902439024,1.814814815,1.75,2.428571429,3.607142857,2.214285714,278.5,246,0.466956522,1.132113821
262,"M",29.6,2.172413793,3.233333333,3.5,2.233333333,2.366666667,4.103448276,1.633333333,2.413793103,4.866666667,2.224489796,2.1,1.793103448,2.566666667,3.366666667,2.433333333,242,275.5,0.420780255,0.878402904
263,"M",36.46428571,2.642857143,2.074074074,2.714285714,2.178571429,2.107142857,3.071428571,1.607142857,2.214285714,4.703703704,3.086956522,3.074074074,1.607142857,2,3.607142857,2.392857143,267.5,274,0.430997877,0.976277372
264,"M",29.22580645,2.1,3.206896552,3.580645161,1.580645161,2.266666667,4.35483871,1.161290323,2.1,5.35483871,4.557692308,2.483870968,1.451612903,3.064516129,3.516129032,2.322580645,309,272,0.4396,1.136029412
265,"M",31.51851852,1.814814815,2.814814815,2.692307692,2.185185185,2.407407407,3.481481481,1.925925926,1.851851852,4.851851852,2.829787234,2.703703704,1.62962963,2.814814815,3.37037037,2.461538462,250.5,232.5,0.458947368,1.077419355
266,"M",41.26086957,1.434782609,1.826086957,2.217391304,1.260869565,1.434782609,2.956521739,1.565217391,2.434782609,4.260869565,1.909090909,2,1.260869565,1.565217391,3.217391304,3.130434783,279.5,305,0.407775021,0.916393443
267,"M",40.36,1.75,3.32,2.08,1.96,2.8,3.04,1.4,1.92,4.8,3.782608696,2.56,1.64,3.44,2.708333333,2.6,272,220,0.47753064,1.236363636
268,"M",27.37037037,1.851851852,1.666666667,3.518518519,2.407407407,1.962962963,2.576923077,1.384615385,3.148148148,4.807692308,3.422222222,2.296296296,1.64,1.555555556,3.814814815,1.769230769,251.5,268.5,0.447627191,0.936685289
269,"M",22.42307692,1.72,2.153846154,4.115384615,2.72,1.5,3.538461538,1.346153846,2.615384615,5.269230769,4.142857143,2.12,1.346153846,2.423076923,3.461538462,2.384615385,285,256,0.461016949,1.11328125
270,"M",29.53846154,1.851851852,1.740740741,2.148148148,2.592592593,1.62962963,2.576923077,1.37037037,2.333333333,4.740740741,4.113636364,3.038461538,1.481481481,1.777777778,3.851851852,2.592592593,237.5,199,0.457057823,1.193467337
271,"M",24.65517241,1.482758621,1.275862069,2.857142857,2.24137931,1.172413793,2.75,1.448275862,3.551724138,4.931034483,3.274509804,1.551724138,1.275862069,1.310344828,4.137931034,3.357142857,267,264,0.441677044,1.011363636
272,"M",41,1.888888889,2.5,2.346153846,1.925925926,1.769230769,3.444444444,1.259259259,1.576923077,4.92,2.365853659,3.148148148,1.481481481,2.185185185,3.444444444,2.814814815,231.5,290,0.408336407,0.798275862
273,"M",24.22222222,2.222222222,2.148148148,2.111111111,2.62962963,1.884615385,2.185185185,2.038461538,1.037037037,3.259259259,1.6,3.666666667,1.111111111,2.444444444,2.407407407,3,241.5,257,0.434111944,0.939688716
274,"M",36.54166667,2.086956522,2.086956522,2.125,1.583333333,1.833333333,3.25,2.708333333,1.708333333,3.833333333,1.392156863,2.375,2.125,2.666666667,3.083333333,4.541666667,213,300.5,0.401413983,0.708818636
275,"M",35.8,1.766666667,2.066666667,2.766666667,2.620689655,2.266666667,3.333333333,1.9,3.3,4.75862069,1.69047619,2.1,2.1,2.1,3.666666667,2.3,229.5,233.5,0.455512984,0.982869379
276,"M",33.57142857,1.75,4.107142857,3,2.142857143,3,4.740740741,1.148148148,2.142857143,5.615384615,4.177777778,2.384615385,1.428571429,4.178571429,3.142857143,3.481481481,281,237.5,0.456448911,1.183157895
277,"M",36.48275862,1.517241379,3.931034483,2.448275862,1.551724138,2.344827586,4.655172414,1.103448276,1.703703704,5.535714286,2.78,2.482758621,1.344827586,3.689655172,2.620689655,2.517241379,274.5,196,0.488053097,1.400510204
278,"M",47.32142857,1.571428571,2.107142857,2.928571429,1.714285714,1.857142857,4.428571429,1.740740741,2.777777778,5.464285714,4.038461538,2.214285714,1.607142857,2.555555556,3.555555556,2.214285714,289,240.5,0.463798978,1.201663202
279,"M",21.77777778,2.259259259,2.185185185,2.740740741,2.666666667,1.923076923,2.5,1.555555556,1.730769231,4.518518519,2.918367347,2.592592593,1.740740741,2.333333333,3.37037037,2.37037037,254.5,321.5,0.381099923,0.791601866
280,"M",24.51851852,1.925925926,1.925925926,4.111111111,2.666666667,1.777777778,3.444444444,1.333333333,2.481481481,5.111111111,3.74,2.222222222,1.703703704,2,3.814814815,2.111111111,297,322,0.426296448,0.922360248
281,"M",38.76923077,1.653846154,1.730769231,4,1.5,1.653846154,4,1.24,3.038461538,5.384615385,2.729166667,1.576923077,1.5,2.423076923,3.64,1.961538462,283,244,0.470253718,1.159836066
282,"M",27.68965517,1.785714286,2.379310345,3.75862069,2.310344828,2.310344828,3.413793103,1.24137931,2.75862069,5.310344828,4.238095238,2.413793103,1.724137931,2.310344828,3.827586207,1.517241379,308,248.5,0.401757188,1.23943662
283,"M",37.57692308,1.84,3.884615385,2.423076923,1.615384615,2.269230769,4.461538462,1.115384615,1.615384615,5.653846154,2.304347826,2.653846154,1.5,3.923076923,2.730769231,2.153846154,250.5,211.5,0.430736842,1.184397163
284,"M",32.42307692,1.961538462,2.269230769,3.730769231,1.846153846,1.769230769,3.8,1.5,2.269230769,4.923076923,3.744680851,2.461538462,1.615384615,2.538461538,3.730769231,2.384615385,276,249,0.451930978,1.108433735
285,"M",31.32,1.44,2,3.16,1.32,1.32,3.2,1.2,1.708333333,4.84,3.577777778,1.84,1,1.96,3.2,2.24,247.5,231.5,0.43796836,1.069114471
286,"M",37.36,1.416666667,2.76,2.92,1.04,1.96,5,1.04,1.88,6,4.102040816,1.96,1.16,3.6,2.8,3.24,283,262.5,0.476289517,1.078095238
287,"M",36.07407407,1.407407407,1.666666667,4.576923077,2.259259259,1.62962963,4.185185185,1.111111111,4.148148148,5.703703704,1.354166667,1.518518519,1.666666667,2.111111111,3.444444444,2.888888889,255.5,242,0.505587841,1.055785124
288,"M",28.68965517,1.642857143,2.24137931,3.206896552,2.275862069,2,3.827586207,1.586206897,2.068965517,4.931034483,3.044444444,1.931034483,2.448275862,2.482758621,3.285714286,1.931034483,271,276,0.456531431,0.981884058
289,"M",38.35714286,1.851851852,1.5,3.607142857,1.928571429,2.107142857,4.142857143,1.535714286,3.925925926,5.464285714,4.189189189,2.071428571,1.962962963,1.857142857,4.214285714,2.107142857,290.5,233,0.463260135,1.246781116
290,"M",25.96153846,1.807692308,1.769230769,3.961538462,2.153846154,1.346153846,3.48,1.538461538,2.5,5.192307692,3.408163265,1.692307692,1.653846154,2.04,3.230769231,2.923076923,271,246.5,0.439368061,1.099391481
291,"M",24.48148148,2.037037037,3.111111111,2.407407407,2.444444444,2.538461538,3.423076923,1.62962963,1.925925926,4.407407407,2.863636364,3.111111111,1.518518519,3.111111111,2.925925926,3.481481481,271.5,213.5,0.455888939,1.271662763
292,"M",20.07692308,2.076923077,2.346153846,3.846153846,3.538461538,2.153846154,3.423076923,1.884615385,2.423076923,5.038461538,2.822222222,2.346153846,2.16,2.269230769,3.5,2.846153846,265.5,277,0.393162393,0.958483755
293,"M",24.66666667,1.777777778,1.962962963,4.074074074,2.333333333,1.923076923,3.222222222,1.259259259,3.296296296,5.32,4.086956522,1.888888889,1.777777778,2,3.962962963,1.814814815,270,245.5,0.434891486,1.099796334
294,"M",33.61538462,2,3.28,3.384615385,1.576923077,2.64,5.423076923,1.346153846,2.5,6.192307692,4.340425532,2.5,1.884615385,3.68,3.346153846,3.076923077,282,206.5,0.462280702,1.365617433
295,"M",31.52,1.307692308,2.423076923,3.307692308,1.576923077,1.615384615,3.884615385,1.5,2.615384615,5.32,3.568627451,2.307692308,1.423076923,2.076923077,3.307692308,2.115384615,265,264,0.406188797,1.003787879
296,"M",41.125,2.04,2.16,3.12,1.4,1.56,3.92,1.56,2.28,5.36,3.822222222,2.32,1.875,2.125,3.56,2.4,270,212,0.47653277,1.273584906
297,"M",46.58333333,1.76,2.4,3.04,1.56,2.041666667,4.12,1.24,2.12,5.84,3.893617021,2.12,1.565217391,2.08,4.04,2.04,286.5,226,0.451239669,1.267699115
298,"M",43.73913043,2.347826087,3,3.086956522,2.043478261,2.869565217,4.391304348,1.636363636,2.260869565,5.565217391,3.784313725,2.913043478,1.913043478,2.739130435,3.608695652,2.086956522,288,259,0.418962723,1.111969112
299,"M",27.20833333,2.583333333,3.041666667,3.5,3.083333333,2.260869565,3.625,1.47826087,2.166666667,5.291666667,3.5,2.666666667,2.291666667,2.956521739,3.869565217,2.208333333,255,227,0.458189655,1.123348018
300,"M",21.64,1.56,2.88,3.8,2.875,1.76,3.5,1.4,2.5,4.68,3.903846154,1.84,1.52,2.64,3.32,2.04,286.5,289,0.438932889,0.991349481
301,"M",20.38461538,1.56,2.923076923,4.346153846,3.884615385,2.115384615,3.653846154,2.153846154,2.230769231,4.5,2.6,2.115384615,1.653846154,2.56,3.08,2.115384615,237.5,253.5,0.410569106,0.936883629
302,"M",19.07407407,2.185185185,2,4.555555556,4.37037037,1.851851852,2.923076923,2.185185185,3.111111111,4.740740741,3.688888889,2.148148148,2.222222222,2,4.5,2.481481481,267,263,0.439861051,1.015209125
303,"M",34.93103448,1.379310345,1.517241379,3.517241379,1.827586207,1.517241379,3.724137931,1.448275862,2.689655172,5.107142857,3.404255319,1.285714286,1.206896552,1.689655172,3.620689655,1.75862069,257,239,0.454238718,1.075313808
304,"M",32.96551724,1.724137931,1.793103448,3.214285714,2.413793103,1.851851852,4.103448276,1.413793103,3.034482759,5.24137931,4.489361702,1.655172414,2.103448276,2.178571429,3.965517241,1.827586207,279.5,246,0.475486052,1.136178862
305,"M",37.11538462,1.461538462,1.615384615,2.615384615,2.307692308,1.923076923,3.192307692,1.384615385,2.576923077,4.769230769,3.523809524,2,1.769230769,2.24,3.64,2,261,237.5,0.421115538,1.098947368
306,"M",31.875,2.291666667,2.208333333,2.958333333,2.291666667,1.958333333,3.043478261,3.125,2.565217391,3.708333333,3.25,2.5,2.043478261,2.739130435,3,5.041666667,237.5,267.5,0.40820643,0.887850467
307,"F",28.79166667,2.25,1.791666667,4.583333333,2.125,1.875,2.333333333,5.083333333,2.363636364,1.541666667,2.444444444,2.333333333,2.083333333,1.416666667,3.826086957,2.125,220.5,299.5,0.394383394,0.736227045
308,"F",27.2,1.52,2.28,3.48,2.375,2.12,2.16,4.72,3.12,1.84,2.25,2.28,1.84,2.08,3.44,2.125,226.5,215.5,0.434058899,1.051044084
309,"F",29.85185185,1.592592593,2.346153846,2.777777778,2.62962963,1.888888889,2.62962963,4.269230769,2.538461538,1.777777778,2.511111111,2.259259259,1.703703704,2.111111111,3.37037037,2.111111111,242,200,0.491015274,1.21
310,"F",23.37037037,1.37037037,1.407407407,4.296296296,2.444444444,1.5,2.111111111,5.423076923,2.814814815,1.518518519,2.666666667,2.076923077,1.346153846,1.37037037,3.851851852,2.111111111,225.5,231.5,0.448858833,0.974082073
311,"F",32.14814815,1.703703704,2.962962963,3.185185185,2.296296296,2.851851852,2.307692308,4.481481481,1.269230769,1.777777778,3.222222222,2.740740741,1.148148148,2.148148148,3.185185185,2.111111111,229,270.5,0.449250535,0.846580407
312,"F",32,1.535714286,2.407407407,2.714285714,1.75,1.892857143,2.740740741,3.785714286,2.464285714,2.357142857,2.886363636,2.185185185,1.678571429,1.964285714,3.571428571,2.142857143,202.5,263,0.413157895,0.769961977
313,"F",26.23076923,1.8,3.076923077,4.153846154,2.076923077,2.846153846,2.884615385,4.24,1.8,1.88,2.155555556,2.64,1.423076923,2.884615385,2.923076923,2.346153846,222,269,0.383013475,0.82527881
314,"F",26.10714286,1.392857143,1.964285714,2.928571429,2.321428571,1.785714286,2.555555556,4.321428571,2.392857143,1.785714286,2.545454545,2,1.37037037,2.178571429,3.535714286,2.25,221.5,277,0.421816674,0.799638989
315,"F",24.64285714,2.178571429,2.178571429,3.571428571,1.928571429,2.357142857,2.178571429,4.714285714,2.25,1.75,2.777777778,2.214285714,1.464285714,1.964285714,3.444444444,2.357142857,215.5,270,0.4169627,0.798148148
316,"F",21.73076923,1.730769231,1.653846154,4.346153846,3.884615385,1.692307692,1.615384615,5,3,2.038461538,3.488888889,1.923076923,1.461538462,1.538461538,3.76,2.230769231,224.5,254.5,0.484946735,0.882121807
317,"F",24.80769231,1.923076923,2.615384615,3.307692308,2.076923077,2.423076923,2.769230769,4.653846154,2,2.076923077,2.155555556,2.769230769,1.615384615,2.423076923,3.423076923,2.192307692,229.5,268.5,0.477404922,0.854748603
318,"F",22.15384615,2.2,2.923076923,3.538461538,3.615384615,2.64,2.461538462,4.346153846,2.08,2,2.177777778,3.36,1.4,2.038461538,3.307692308,2.461538462,240,209.5,0.449954086,1.145584726
319,"F",26.66666667,1.703703704,2.740740741,3.777777778,1.851851852,1.730769231,2.703703704,5.037037037,1.925925926,1.307692308,3.477272727,2.185185185,1.5,1.888888889,3.518518519,1.592592593,224,255,0.46419214,0.878431373
320,"F",25.8,2.84,2.52,3.36,2.68,2.583333333,2.25,4.36,2.36,2.125,3.136363636,3.24,1.84,2.2,3.76,2.52,215,282.5,0.439790576,0.761061947
321,"F",29.375,1.47826087,2.833333333,3.666666667,1.708333333,2.291666667,3.083333333,4.791666667,1.869565217,1.791666667,4.088888889,1.826086957,1.458333333,2.208333333,3.458333333,1.625,235,253.5,0.426201616,0.927021696
322,"F",24.56666667,2.033333333,3,2.966666667,2.666666667,2.166666667,3.344827586,3.866666667,2.133333333,2.033333333,3.688888889,2.333333333,1.466666667,3,2.933333333,2.366666667,218,233,0.44434348,0.935622318
323,"F",24.72,1.88,2.68,2.52,2.6,2.541666667,3.04,3.8,1.76,2.12,3.333333333,2.56,1.458333333,2.4,3.04,1.76,214.5,195,0.483650561,1.1
324,"F",26.76666667,1.448275862,2.172413793,3.633333333,2.8,1.9,2.7,4.566666667,3.066666667,1.9,3.090909091,2.166666667,1.6,1.827586207,3.642857143,1.9,217,237.5,0.429003021,0.913684211
325,"F",25.9,1.733333333,4,2.75862069,1.517241379,2.866666667,3.233333333,3.033333333,1.5,2.233333333,2.666666667,2.433333333,1.3,2.8,2.666666667,2.366666667,249,275,0.443137255,0.905454545
326,"F",24.96153846,1.846153846,2.115384615,3.653846154,2.576923077,2.230769231,2.807692308,4.423076923,1.884615385,1.961538462,3.022222222,2.461538462,1.730769231,2.076923077,3.28,2.230769231,235,232,0.455353176,1.012931034
327,"F",22.16,1.72,1.652173913,2,2.72,1.72,2.12,3.76,2.68,2,3.266666667,1.92,1.64,1.56,3.92,2.25,215.5,175.5,0.528938098,1.227920228
328,"F",25.80769231,2.384615385,2.076923077,2.692307692,2.153846154,1.769230769,2,3.692307692,1.72,2.32,3.444444444,2.5,1.461538462,1.48,3.307692308,1.961538462,215.5,250.5,0.472021661,0.860279441
329,"F",27.53846154,1.653846154,2.384615385,3.653846154,2.038461538,2.038461538,3,4.64,1.846153846,1.807692308,2.8,2.461538462,1.538461538,1.961538462,3,1.730769231,216.5,264,0.443207127,0.820075758
330,"F",28.19230769,1.615384615,1.56,3.346153846,2.076923077,1.8,2.076923077,4.038461538,2.115384615,1.730769231,2.622222222,2.384615385,1.423076923,1.48,3.28,1.923076923,229.5,249,0.452272727,0.921686747
331,"F",32.26086957,1.782608696,2.565217391,3.913043478,1.956521739,2.391304348,2.818181818,4.772727273,2.304347826,2.043478261,2.644444444,2.086956522,1.956521739,2.173913043,3.434782609,1.565217391,205.5,252,0.42405619,0.81547619
332,"F",24.70833333,1.958333333,2.652173913,3.958333333,2.333333333,2,2.791666667,4.916666667,2.25,1.541666667,2.577777778,2.833333333,1.458333333,2.666666667,3.125,1.958333333,232,256.5,0.393822394,0.904483431
333,"F",25.38461538,1.615384615,3.230769231,3.5,1.961538462,1.923076923,3.04,4.307692308,1.615384615,1.56,2.840909091,2,1.538461538,2.384615385,2.807692308,1.846153846,237.5,247,0.419274093,0.961538462
334,"F",21.44444444,1.666666667,2,2.923076923,2.592592593,1.925925926,2.333333333,4.296296296,2.37037037,1.961538462,2.466666667,2.111111111,1.481481481,1.666666667,3.192307692,2.074074074,218.5,239.5,0.465898618,0.912317328
335,"F",24.5862069,1.862068966,1.785714286,2.965517241,2.24137931,1.896551724,1.724137931,3.793103448,2.310344828,1.689655172,2.772727273,2.137931034,1.392857143,1.448275862,3.103448276,1.892857143,207.5,248,0.408691835,0.836693548
336,"F",25.86956522,1.608695652,2.043478261,3.739130435,2.260869565,1.782608696,2.391304348,4.347826087,2.826086957,1.739130435,2.888888889,2.173913043,1.608695652,1.608695652,3.772727273,1.454545455,229,261,0.414213625,0.877394636
337,"F",24.7037037,1.814814815,1.62962963,3.807692308,3.037037037,1.461538462,1.62962963,4.851851852,4.111111111,1.703703704,1.377777778,1.807692308,1.962962963,1.962962963,3.730769231,2.148148148,199,223.5,0.51059821,0.890380313
338,"F",30.34615385,1.88,2.307692308,2.807692308,1.846153846,2.153846154,2.76,4.038461538,2.5,2.076923077,3.844444444,2.6,2,2.230769231,3.16,2.5,221.5,256.5,0.41719457,0.863547758
339,"F",25.23076923,1.5,1.538461538,3.730769231,2.615384615,1.5,2.08,4.615384615,3.346153846,1.653846154,2.822222222,1.653846154,1.384615385,1.5,3.807692308,2.192307692,240.5,244,0.426377597,0.985655738
340,"F",47.92,1.88,2.12,2.72,1.64,2.16,2.24,4.6,2.64,1.68,1.755555556,2.44,1.84,1.6,3.4,1.92,230.5,287.5,0.47018447,0.80173913
341,"F",26.11538462,2.192307692,2.5,2.88,2.076923077,2.04,2,4.2,1.64,2.076923077,2.422222222,3.038461538,1.346153846,1.84,3.423076923,2.576923077,200,257,0.389106754,0.778210117
342,"F",24.73076923,1.846153846,2.038461538,4.269230769,2.076923077,2.423076923,2.2,5.461538462,1.923076923,1.192307692,3.133333333,2.692307692,1.166666667,1.461538462,3.615384615,1.615384615,193,227.5,0.409069875,0.848351648
343,"F",24.32,1.64,1.88,2.72,2.782608696,1.8,2.916666667,3.48,2.48,2.44,2.933333333,2.52,1.48,2,3.8,2.16,219,229.5,0.414009879,0.954248366
344,"F",30.28571429,1.535714286,2.333333333,3.076923077,1.714285714,1.592592593,3.071428571,4.428571429,2.25,2.392857143,2.244444444,2.178571429,1.392857143,1.892857143,3.464285714,1.814814815,216,227,0.397147796,0.95154185
345,"F",42.33333333,1.933333333,1.9,3.034482759,1.827586207,1.533333333,2.633333333,4.535714286,2.9,1.766666667,3.244444444,2,1.6,1.566666667,3.766666667,1.633333333,223,208.5,0.44357213,1.069544365
346,"F",27.06451613,1.64516129,2.166666667,3.806451613,2.266666667,1.967741935,2.774193548,4.833333333,2.774193548,1.806451613,3.177777778,2.233333333,1.709677419,2.032258065,3.612903226,2.096774194,250.5,252,0.406787131,0.994047619
347,"F",43.17241379,2.068965517,2.034482759,3.142857143,2.068965517,2.137931034,2.724137931,4.310344828,2.206896552,1.931034483,2.755555556,3.034482759,1.827586207,2.068965517,3.75862069,2.034482759,218.5,252.5,0.406034483,0.865346535
348,"F",29.85185185,1.962962963,2.592592593,4.481481481,1.925925926,1.666666667,3.444444444,5.296296296,2.62962963,1.814814815,3.577777778,2.481481481,1.62962963,2.037037037,3.962962963,3,226,285,0.388100867,0.792982456
349,"F",23.22222222,1.777777778,2.037037037,4.461538462,3.230769231,1.740740741,2.259259259,5.185185185,2.185185185,1.444444444,3.533333333,2.481481481,1.407407407,1.333333333,3.692307692,1.555555556,204,252,0.420323326,0.80952381
350,"F",24.73076923,1.653846154,2.076923077,4.769230769,2.52,2.115384615,2.615384615,5.384615385,2.769230769,1.56,2.311111111,2.230769231,1.384615385,2,3.346153846,2.384615385,202.5,229,0.415204678,0.884279476
351,"F",24.61538462,1.653846154,2.038461538,3.538461538,2.884615385,1.923076923,2.230769231,4.6,2.08,1.884615385,3.622222222,2.653846154,1.346153846,1.423076923,3.461538462,2.192307692,229,244,0.414485166,0.93852459
352,"F",32.79310345,1.586206897,1.931034483,3.892857143,1.931034483,1.793103448,2.172413793,4.862068966,3.586206897,1.862068966,3.266666667,2.137931034,1.965517241,1.931034483,3.75862069,1.965517241,248,248,0.422360248,1
353,"F",30.88888889,2,1.851851852,3.269230769,1.555555556,2,2.518518519,4.851851852,2.962962963,1.777777778,2.644444444,1.851851852,1.962962963,2.307692308,3.185185185,2.653846154,204,291.5,0.393859649,0.699828473
354,"F",29.40740741,1.642857143,2.321428571,2.607142857,1.75,1.785714286,3.285714286,3.37037037,1.928571429,2.857142857,1.955555556,2.071428571,1.666666667,2.071428571,3.142857143,1.928571429,209,243,0.434061135,0.860082305
355,"F",31.95833333,2.130434783,2.125,3.5,1.458333333,2,2.652173913,4.708333333,1.666666667,2,2,3.416666667,1.416666667,1.5,3.208333333,1.75,208.5,257,0.461810155,0.811284047
356,"F",28.51724138,1.586206897,1.285714286,5.24137931,2.172413793,1.482758621,2.206896552,5.896551724,3.862068966,1.214285714,2.755555556,1.75862069,1.379310345,1.517241379,4.310344828,2.137931034,230.5,294,0.417423617,0.784013605
357,"F",28.7037037,2.111111111,2.807692308,3.444444444,1.962962963,2.444444444,2.888888889,4.740740741,1.851851852,1.961538462,2.911111111,2.653846154,1.888888889,2.555555556,2.703703704,2.592592593,236.5,252.5,0.428929766,0.936633663
358,"F",29.85185185,1.37037037,1.37037037,3.074074074,1.962962963,1.259259259,1.666666667,4.814814815,3.037037037,1.185185185,3.6,1.481481481,1.481481481,1.222222222,3.62962963,1.444444444,247.5,280,0.434305027,0.883928571
359,"F",28.22222222,1.888888889,1.666666667,3.148148148,1.888888889,1.666666667,2.777777778,4.37037037,2.777777778,2.259259259,3.355555556,2.222222222,1.703703704,2,3.148148148,1.777777778,280.5,245,0.418303221,1.144897959
360,"F",27.46153846,2.038461538,3.230769231,2.346153846,1.807692308,2.538461538,2.730769231,4.038461538,1.32,2.153846154,2.711111111,3.56,1.307692308,2.384615385,3.269230769,2.961538462,213.5,239.5,0.448200176,0.891440501
361,"F",22.125,2.208333333,3.041666667,3.541666667,2.25,2.695652174,2.875,5.041666667,1.5,1.791666667,3.386363636,2.875,2.043478261,2.25,2.958333333,2.458333333,219,278.5,0.438294011,0.786355476
362,"F",25.23076923,1.769230769,2.884615385,4.269230769,1.961538462,2.5,3,4.730769231,1.692307692,1.5,4.046511628,2.307692308,1.52,2.5,3.384615385,2.615384615,218.5,291.5,0.428207307,0.749571184
363,"M",25.93103448,1.482758621,1.333333333,2.607142857,2.344827586,1.344827586,2.034482759,1.666666667,2.965517241,3.482758621,1.533333333,1.482758621,1.310344828,1.428571429,3.464285714,2.344827586,222.5,252.5,0.450423729,0.881188119
364,"M",31.17857143,1.740740741,1.285714286,4.607142857,2.571428571,1.178571429,3.5,1.5,4.178571429,5.111111111,1.533333333,1.333333333,1.821428571,1.535714286,4.571428571,2.035714286,230,282.5,0.457429048,0.814159292
365,"M",35.19230769,1.76,3.75,2.192307692,1.423076923,2.423076923,4.36,1.269230769,1.5,4.84,2.977777778,3.16,2,3.461538462,2.48,2.5,222.5,207.5,0.44453817,1.072289157
366,"M",44.09090909,1.727272727,3.181818182,2.090909091,1.818181818,2.454545455,3.090909091,1.954545455,1.818181818,4.227272727,2.733333333,2.5,1.409090909,3,2.454545455,2.227272727,239.5,263,0.434997936,0.910646388
367,"M",40.06896552,1.793103448,2.586206897,2.793103448,1.689655172,2.464285714,4.25,1.379310345,2.928571429,5.413793103,1.244444444,2.275862069,1.678571429,3.034482759,3.24137931,2,233.5,281.5,0.446435845,0.829484902
368,"M",22.70833333,1.625,3.291666667,2.166666667,2.041666667,2.041666667,3.869565217,1.125,1.833333333,5.166666667,2.644444444,1.791666667,1.416666667,2.916666667,2.708333333,1.625,253,225,0.481971702,1.124444444
369,"M",20.5,1.965517241,2.034482759,3.1,3.4,1.433333333,2.4,1.4,2.466666667,3.896551724,3.111111111,2.448275862,1.633333333,1.517241379,3.433333333,1.733333333,229.5,257.5,0.426913156,0.891262136
