"NovelID","AuthorID","Sex","Author","Nationality","Novel","WordCount","WordsPerSentence","pronoun","i","we","you","SheHe","they","ImpersonalPronouns","AuxiliaryVerb","adverb","negation","verb","adjective"
338,180,"male","Patrick Gale","British","A Sweet Obscurity",134704,12.58,14.96,1.3,0.23,1.1,7.31,1.01,3.99,8.02,5.17,1.81,16.32,4.66
339,180,"male","Patrick Gale","British","Ease",44156,10.28,15.46,2.46,0.28,1.71,6.33,0.72,3.95,8.3,4.65,1.66,16.94,4.12
340,180,"male","Patrick Gale","British","Facing the Tank",99398,13.5,13.89,1.36,0.21,1.02,6.78,0.85,3.65,7.7,4.31,1.3,15.46,4.71
341,180,"male","Patrick Gale","British","Friendly Fire",94017,12.87,15.02,1.37,0.22,1.2,7,1.35,3.87,8,5.02,1.84,16.52,4.55
342,180,"male","Patrick Gale","British","Kansas in August",44909,11.16,14.35,1.43,0.23,1.28,7.46,0.59,3.34,7.64,4.28,1.47,15.63,4.42
343,180,"male","Patrick Gale","British","Rough Music",112227,11.95,15.73,1.51,0.28,1.27,7.26,1.08,4.32,8.56,5.34,1.89,17.46,4.87
344,180,"male","Patrick Gale","British","The Aerodynamics of Pork",66354,9.85,14.95,2.35,0.28,1.7,5.77,0.84,4,8.13,4.8,1.72,17.32,4.61
345,180,"male","Patrick Gale","British","The Facts of Life",173997,12.46,15.73,1.69,0.24,1.17,7.98,0.98,3.65,7.26,4.77,1.56,15.6,4.63
346,180,"male","Patrick Gale","British","Tree Surgery for Beginners",84292,12.52,15.81,1.76,0.29,1.18,8.2,0.91,3.45,7.6,4.74,1.54,15.72,4.63
347,181,"male","Mark Gatiss","British","The Vesuvius Club",67860,10.6,15.21,6.08,0.78,1.35,3.02,0.43,3.55,6.17,3.86,1.06,13.29,3.96
348,182,"male","Philip Hensher","British","King of the Badgers",151717,15.37,14.14,1.36,0.51,1.19,4.28,1.52,5.25,8.75,4.58,2.03,17.97,4.15
349,182,"male","Philip Hensher","British","The Mulberry Empire",189837,17.89,13.46,1.4,0.49,1,4.68,1.32,4.55,7.57,4.26,1.95,15.3,4.58
350,182,"male","Philip Hensher","British","The Northern Clemency",257775,15.66,16.15,1.65,0.3,1.53,5.39,1.42,5.85,9.4,5,2.36,19.49,4.31
351,183,"male","Alan Hollinghurst","British","The Folding Star",162970,19.28,15.66,5.16,0.61,0.81,4,0.66,4.41,7.35,4.71,1.34,15.4,4.54
352,183,"male","Alan Hollinghurst","British","The Line of Beauty",160436,15.94,14,1.15,0.3,0.95,5.99,0.96,4.65,7.47,4.63,1.48,16.55,4.6
353,183,"male","Alan Hollinghurst","British","The Sparsholt Affair",147318,15.99,14.65,1.81,0.32,0.99,6.05,1.02,4.44,6.97,4.76,1.45,16.36,4.87
354,183,"male","Alan Hollinghurst","British","The Spell",96253,17.19,13.47,1.1,0.19,0.9,5.82,0.9,4.55,7.49,4.65,1.33,16.08,4.45
355,183,"male","Alan Hollinghurst","British","The Stranger's Child",177448,15.43,14.19,1.53,0.29,1,6.12,0.89,4.35,7.19,5.08,1.48,16.14,4.68
356,183,"male","Alan Hollinghurst","British","The Swimming Pool Library",130477,17.74,15.58,5.08,0.62,0.83,3.71,0.66,4.66,7.34,5.04,1.29,15.15,4.84
357,184,"male","Christopher Isherwood","British","A Single Man",43479,13.63,15.67,1.78,0.63,1.7,4.16,1.61,5.76,8.95,5.86,2.25,16.64,4.65
358,185,"male","Jonathan Kemp","British","Ghosting",50498,13.11,17.54,2.33,0.32,1.29,8.22,0.94,4.42,7.77,4.78,2,17.86,4.49
359,186,"male","Francis King","British","Act of Darkness",108772,13.84,15.96,1.55,0.24,1.02,7.07,0.88,5.17,7.44,4.95,1.84,14.64,4.33
360,187,"male","C. H. B. Kitchin","British","Crime at Christmas",68771,13.8,16.14,5.77,0.54,1.78,2.98,0.41,4.65,8.99,5.11,1.9,17.24,4.48
361,188,"male","Adam Mars-Jones","British","Pilcrow",216572,15.73,15.38,4.79,0.63,0.76,3.06,0.76,5.37,9.87,5,2.09,17.77,4.63
362,189,"male","Chuck Palahniuk","American","Beautiful You",66818,11.99,13.53,0.75,0.14,1.08,7.16,1.03,3.37,6.83,3.07,1.29,13.24,4.79
363,189,"male","Chuck Palahniuk","American","Choke",70331,11.17,16.51,4.24,0.53,2.22,4.16,0.92,4.4,6.91,4.85,1.69,16.1,4.27
364,189,"male","Chuck Palahniuk","American","Damned",63799,16.92,13.26,5.14,0.57,1.19,2.17,0.86,3.33,5.24,3.73,1.29,11.44,4.84
365,189,"male","Chuck Palahniuk","American","Fight Club",50437,11.67,13.99,4.42,0.89,2.34,1.79,0.59,3.93,7.05,4.03,1.66,15.63,3.79
366,189,"male","Chuck Palahniuk","American","Invisible Monsters",59512,12.23,15.07,4.84,0.97,1.83,2.58,0.74,4.1,7,4.42,1.49,16.04,4.21
367,189,"male","Chuck Palahniuk","American","Make Something Up",94717,13.14,13.88,1.64,0.25,1.05,5.4,1.27,4.26,6.47,3.8,1.69,14.34,4.36
368,190,"male","Hugh Walpole","British","Fortitude",169233,17.05,16.65,1.78,0.2,1.26,6.76,0.83,5.8,8.77,5.53,1.64,16.59,4.72
369,190,"male","Hugh Walpole","British","Jeremy",83942,17.23,14.93,1.02,0.21,0.94,7.08,0.85,4.82,8.36,5.09,1.98,15.99,5.09
370,190,"male","Hugh Walpole","British","The Captives",191594,13.7,18.82,2.38,0.31,1.59,8.23,0.83,5.45,9.58,5.55,2.43,18.24,4.73
371,190,"male","Hugh Walpole","British","The Cathedral",143003,13.64,17.8,2.26,0.41,1.47,7.08,0.79,5.77,9.48,5.54,2.16,17.4,4.79
372,190,"male","Hugh Walpole","British","The Dark Forest",95268,15.15,17.82,4.77,1.55,0.88,4.51,0.8,5.27,8.41,5.47,1.88,15.77,4.95
373,190,"male","Hugh Walpole","British","The Gods and Mr Perrin",68956,17.79,17.23,1.45,0.39,1.09,6.65,1.15,6.47,8.84,5.42,1.81,16.72,4.86
374,190,"male","Hugh Walpole","British","The Prelude to Adventure",58122,13.75,18.14,2.89,0.22,1.66,6.4,0.76,6.2,9.57,5.36,1.89,17.83,4.45
375,190,"male","Hugh Walpole","British","The Secret City",126341,13.58,18.7,4.66,0.74,1.46,5.32,0.85,5.65,8.86,5.45,2.19,17.07,4.67
376,190,"male","Hugh Walpole","British","The Wooden Horse",89556,16.07,18.39,2.39,0.52,1.72,6.89,1.01,5.85,10.23,5.33,2.07,18.29,4.52
377,191,"male","Denton Welch","British","A Voice Through a Cloud",89124,16.88,16.34,6.67,0.37,0.54,3.6,0.81,4.33,7.14,4.53,1.34,16.49,4.74
378,191,"male","Denton Welch","British","In Youth is Pleasure",50619,14.92,13.76,0.79,0.09,0.66,7.42,1,3.8,5.64,3.91,1.07,14.93,4.56
379,191,"male","Denton Welch","British","Maiden Voyage",93698,12.9,16.98,6.82,1.2,0.74,3.44,0.89,3.88,6.94,4.02,1.26,17.69,4.6
380,192,"male","Angus Wilson","British","Hemlock and After",86873,15.78,16.05,2.29,0.42,1.65,5.66,0.91,5.11,8.5,4.95,1.92,16.8,5.11
381,192,"male","Angus Wilson","British","The Old Men at the Zoo",119952,14.41,17.02,5.18,0.91,1.55,3.42,0.74,5.22,8.82,4.84,2,17.21,4.61
382,193,"male","Desmond Hogan","Irish","The Ikon Maker",34443,8.07,15.84,1.21,0.22,0.88,8.17,1.18,4.12,8.37,4.56,1.52,18.21,4.05
383,193,"male","Desmond Hogan","Irish","The Leaves on Grey",38712,16.07,12.2,3.01,0.81,0.32,3.94,0.76,3.32,5.61,3.48,0.93,12.91,4.07
384,194,"male","Colm Tóibín","Irish","Brooklyn",86590,17.91,18.05,1.24,0.33,1.06,8.61,1.59,5.2,9,5.03,1.86,20.16,4.37
385,194,"male","Colm Tóibín","Irish","Nora Webster",113331,14.85,17.28,1.64,0.5,1.12,7.23,1.43,5.35,9.73,5.31,1.94,20.81,3.83
386,194,"male","Colm Tóibín","Irish","The South",58889,11.43,18.32,3.44,0.52,1.39,7.69,1.27,4,9.01,5.16,1.89,20.25,3.85
387,195,"male","James Baldwin","American","Another Country",148941,12,19.44,2.83,0.43,2.09,7.77,1.29,5,8.71,5.35,2.34,19.58,4.02
388,195,"male","James Baldwin","American","Giovanni's Room",55313,13.65,20.34,6.76,0.96,1.81,4.54,0.73,5.51,9.24,5.59,2.35,19.59,4.17
389,195,"male","James Baldwin","American","Go Tell It on the Mountain",81237,18.5,17.86,1.34,0.17,1.39,8.91,1.19,4.84,7.76,4.71,2.59,18.2,3.88
390,195,"male","James Baldwin","American","If Beale Street Could Talk",57177,11.79,21.23,5.48,1.14,2.11,5.81,0.88,5.78,9.39,5.58,2.75,20.48,3.69
391,195,"male","James Baldwin","American","Tell Me How Long the Train's Been Gone",149389,12.82,20.51,7.05,1.48,1.97,3.56,1.14,5.29,9.34,5.36,2.51,19.95,4.06
392,196,"male","Christopher Bram","American","Hold Tight",100667,10.15,15.3,1.66,0.5,2.02,5.86,0.92,4.33,7.9,4.79,2.04,17.46,4.13
393,196,"male","Christopher Bram","American","In Memory of Angel Clare",76505,12.4,15.28,1.39,0.38,1.14,6.78,1.01,4.56,8.08,5.41,1.99,17.85,4.55
394,196,"male","Christopher Bram","American","Surprising Myself",136860,9.37,20.3,6.73,1.06,2.38,4.47,0.42,5.22,9.47,5.63,2.62,19.53,3.91
395,197,"male","John Horne Burns","American","The Gallery",147110,13.49,14.92,2,0.57,1.15,5.23,1.7,4.27,6.62,3.71,1.34,14.43,3.69
396,198,"male","Truman Capote","American","Breakfast at Tiffany's",26756,12.02,17.79,4.88,0.51,1.61,5.66,0.65,4.47,8.18,4.6,2.18,16.86,4.07
397,198,"male","Truman Capote","American","Other Voices, Other Rooms",55646,17.98,13.76,1.83,0.41,0.99,5.91,0.75,3.86,6.42,4.38,1.66,15.04,4.47
398,198,"male","Truman Capote","American","Summer Crossing",29000,21.11,16.67,1.55,0.28,1.29,7.37,0.94,5.23,8.48,4.76,1.98,17.07,4.29
399,199,"male","Michael Cunningham","American","A Home at the End of the World",116816,10.74,18.15,6.19,1.54,1.33,4.28,0.57,4.22,8.13,4.22,1.8,18,4.61
400,199,"male","Michael Cunningham","American","By Nightfall",69829,12.55,16.12,1.84,0.41,1.68,5.08,0.95,6.13,9.79,5.22,2.5,17.57,4.83
401,199,"male","Michael Cunningham","American","Specimen Days",101800,9.08,17.28,1.66,0.52,1.67,6.92,1.14,5.35,9.48,4.25,2.1,19.04,4.42
402,199,"male","Michael Cunningham","American","The Hours",54307,13.53,15.03,1.06,0.31,0.98,6.52,0.72,5.42,8.49,4.91,1.75,15.94,5.04
403,199,"male","Michael Cunningham","American","The Snow Queen",58770,13.07,15.47,1.54,0.35,1.15,5.03,0.85,6.53,9.25,5.05,2.33,17.36,5.05
404,200,"male","Henry Blake Fuller","American","The Cliff-Dwellers",70086,14.48,14.98,1.59,0.41,1.08,6.36,0.74,4.78,7.66,4.3,1.56,14.91,4.65
405,200,"male","Henry Blake Fuller","American","Under the Skylights",73239,15.25,13.77,1.47,0.56,0.99,5.27,0.94,4.54,7.3,4.35,1.5,14.64,4.96
406,200,"male","Henry Blake Fuller","American","With the Procession",88311,16.35,14.5,1.82,0.42,1.01,5.81,0.78,4.63,7.04,4.57,1.63,13.88,4.89
407,201,"male","Andrew Sean Greer","American","The Impossible Lives of Greta Wells",72462,12.03,18.83,6.22,0.92,1.43,4.21,0.66,5.36,7.73,4.79,1.84,17.59,4.32
408,201,"male","Andrew Sean Greer","American","The Story of a Marriage",64341,14.11,18.11,5.04,1.13,1.3,4.24,0.98,5.41,7.42,4.08,1.95,16.69,4.22
409,202,"male","E. Lynn Harris","American","Abide With Me",93909,11.52,17.66,4.08,0.52,2.62,5.47,0.67,4.29,9.2,4.99,1.94,20.44,4.48
410,202,"male","E. Lynn Harris","American","If This World Were Mine",100973,11.7,19.57,7.67,0.78,2.01,4.3,0.58,4.21,9.23,4.94,2,20.58,4.3
411,203,"male","Brent Hartinger","American","Three Truths and a Lie",47059,9.75,19.22,5.3,1.76,1.29,3.06,0.75,7.04,10.6,7.02,2.56,20.56,4.17
412,204,"male","Adam Haslett","American","Imagine Me Gone",108401,14.92,17.94,5.16,1.1,0.97,4.47,0.87,5.36,8.38,4.97,2.13,17.24,4.23
413,205,"male","James Leo Herlihy","American","Midnight Cowboy",68707,13.71,16.24,2.11,0.18,1.69,6.18,0.84,5.23,7.39,4.56,1.77,16.67,4.27
414,206,"male","Bill Konigsberg","American","Honestly Ben",84995,9.46,21.46,8.91,0.98,2.12,3.2,0.41,5.82,9.37,5.59,2.33,20.25,4.2
415,206,"male","Bill Konigsberg","American","Openly Straight",82893,9.82,20.69,7.96,1.13,1.95,3.32,0.58,5.74,9.21,5.79,2.29,20.42,4.57
416,207,"male","David Leavitt","American","Equal Affections",91816,13.17,16.56,2.33,0.31,1.56,6.23,1.01,5.09,8.38,5.34,1.79,17.74,4.45
417,207,"male","David Leavitt","American","The Body of Jonah Boyd",64212,15.39,17.22,4.65,0.62,0.97,4.51,0.75,5.7,8.43,5.59,1.77,16.8,4.09
418,207,"male","David Leavitt","American","The Indian Clerk",161702,12.55,16.02,2.41,0.52,1.15,5.89,0.75,5.29,8.45,4.89,1.94,16.38,4.1
419,207,"male","David Leavitt","American","The Lost Language of Cranes",103584,12.14,16.84,2.54,0.31,1.45,6.63,1.16,4.74,8.18,5.06,1.79,18.12,4.48
420,207,"male","David Leavitt","American","The Two Hotel Francforts",69629,10.84,18.98,4.98,1.28,1.8,4.16,0.81,5.92,9.79,5.36,2.34,18.4,3.84
421,208,"male","Paul Lisicky","American","Lawnboy",78911,10.49,19.71,7.54,0.94,1.27,4.52,0.62,4.79,7.42,4.25,1.81,16.34,4.43
422,209,"male","Gregory Maguire","American","A Lion Among Men",92872,11.74,14.7,2.2,0.62,1.66,4.81,1.06,4.35,8.05,4.25,2.19,15.87,3.96
423,209,"male","Gregory Maguire","American","Lost",98166,11.46,14.76,2.41,0.46,1.89,4.59,0.67,4.72,8.22,4.44,2.26,16.64,3.95
424,209,"male","Gregory Maguire","American","Mirror, Mirror",72035,14.09,14.84,2.28,0.66,1.3,5.66,0.95,3.98,7.65,3.8,1.85,15.49,4.3
425,210,"male","Thomas Mallon","American","Finale",154800,14.92,13.34,1.28,0.41,0.93,5.13,0.74,4.84,8.12,4.68,1.48,16.43,4.41
426,210,"male","Thomas Mallon","American","Watergate",152256,16.57,13.75,1.19,0.28,0.91,5.88,0.82,4.66,8.39,4.69,1.56,16.65,4.31
427,211,"male","Armistead Maupin","American","Babycakes",81702,7.04,18.45,2.9,0.54,2.13,7.15,0.68,5.03,8.24,4.96,2.08,17.45,3.78
428,211,"male","Armistead Maupin","American","Further Tales of the City",81355,8.02,17.37,3.22,0.65,2.39,5.04,0.75,5.31,8.48,5.13,2,17.61,3.73
429,211,"male","Armistead Maupin","American","Mary Ann in Autumn",71472,9.89,17.75,2.13,0.46,1.83,6.52,0.87,5.91,9.27,5.71,2.07,18.06,4.19
430,211,"male","Armistead Maupin","American","Maybe the Moon",83157,10.22,19.35,6.42,0.74,1.57,4.36,0.57,5.68,8.36,5.71,2.14,17.56,4.62
431,211,"male","Armistead Maupin","American","Michael Tolliver Lives",64104,9.02,18.81,5.72,1.03,1.85,4.4,0.55,5.24,8.46,5.26,2.06,17.76,4.53
432,211,"male","Armistead Maupin","American","More Tales of the City",70615,7.78,17.81,3.59,0.56,2.72,5.26,0.62,5.05,8.51,4.72,2.38,17.36,3.67
433,211,"male","Armistead Maupin","American","Significant Others",74313,7.51,17.45,2.63,0.55,2.11,6.68,0.74,4.73,7.7,4.76,2.04,17.98,3.86
434,211,"male","Armistead Maupin","American","Sure of You",64220,7.09,18.48,2.62,0.53,2.29,6.75,0.75,5.53,8.68,5.3,2.25,18.76,4.03
435,211,"male","Armistead Maupin","American","Tales of the City",71380,6.39,17.71,3.82,0.5,3.02,5.18,0.45,4.74,8.53,4.64,2.34,17.01,3.76
436,211,"male","Armistead Maupin","American","The Days of Anna Madrigal",66334,9.57,16.59,2.05,0.45,1.73,5.83,0.88,5.63,8.97,5.16,2.12,17.48,4.23
437,211,"male","Armistead Maupin","American","The Night Listener",86247,9.71,20.07,6.63,0.7,2,3.84,0.58,6.3,9.56,6.04,2.3,18.35,4.28
438,212,"male","Joe Okonkwo","American","Jazz Moon",96695,9.01,15.19,1.84,0.28,1.66,6.09,1.3,3.99,6.15,4.31,1.92,14.34,4.19
439,213,"male","Joseph Olshan","American","Black Diamond Fall",71169,11.69,16.08,2.2,0.48,1.79,5.83,0.99,4.75,7.82,5.59,1.76,17.49,3.57
440,214,"male","Dale Peck","American","Martin and John",67221,15.94,19.86,7.65,0.81,0.84,5.04,0.66,4.84,6.23,4.93,1.81,16.23,3.94
441,214,"male","Dale Peck","American","Night Soil",73881,27.05,13.61,3.12,0.29,0.52,3.25,1.1,5.33,6.58,4.28,1.68,12.7,5.13
442,214,"male","Dale Peck","American","Now It's Time to Say Goodbye",184668,17.05,18.1,6.01,0.38,1.21,4.4,0.6,5.49,7.42,5.13,2.08,16.74,4.3
443,214,"male","Dale Peck","American","The Garden of Lost and Found",113369,15.99,17.02,6.13,0.32,1.17,3.67,0.59,5.13,7.06,4.57,1.66,15.31,4.51
444,214,"male","Dale Peck","American","The Law of Enclosures",109799,18.49,18.6,2.25,0.29,1.12,8.43,1.17,5.33,7.61,4.83,1.82,17.24,4.34
445,215,"male","Felice Picano","American","Late in the Season",59480,11.08,16.57,1.57,0.17,1.33,7.54,0.98,4.95,8.94,5.97,1.99,18.26,4.82
446,215,"male","Felice Picano","American","The Lure",125005,9.67,15.29,1.79,0.33,1.78,5.58,0.82,4.97,8.71,5.07,2.06,18.71,4.39
447,216,"male","Darryl Pinckney","American","Black Deutschland",96880,15.61,15.07,4.13,0.55,0.35,5.01,1,4.02,8.04,3.88,1.96,16.22,4.07
448,217,"male","John Rechy","American","City of Night",144466,15.31,17.05,4.88,0.53,1.45,4.5,0.68,4.97,6.72,5,1.31,15.63,4.27
449,218,"male","Christopher Rice","American","Dance of Desire",43985,10.52,20.05,2.82,0.39,2.61,8.17,0.63,5.43,8.53,5.89,2.24,18.23,4.25
450,218,"male","Christopher Rice","American","Kiss The Flame",40022,11.57,19.23,2.78,0.36,2.37,7.54,0.75,5.41,8.7,5.39,2.3,17.11,4.81
451,218,"male","Christopher Rice","American","The Flame",31250,12.35,17.49,1.61,0.26,1.29,8.05,1.15,5.11,7.74,5.16,2.03,15.35,4.61
452,219,"male","Paul Russell","American","Boys of Life",125272,15.2,22.28,6.84,0.8,1.38,4.27,0.83,8.12,9.84,7.11,2.21,21.23,3.48
453,219,"male","Paul Russell","American","Immaculate Blue",72932,11.23,17.67,2.85,0.63,1.71,5.24,1.11,6.11,9.32,6.3,2.62,18.39,4.5
454,219,"male","Paul Russell","American","The Unreal Life of Sergey Nabokov",105762,13.68,16.97,5.76,1.23,1.34,3.84,0.6,4.19,7.82,4.84,1.75,14.91,4.59
455,220,"male","Steven Saylor","American","A Mist of Prophecies",92112,12.52,16.71,4.37,0.55,1.43,5.11,0.88,4.36,7.67,4.54,1.64,15.98,4.05
456,220,"male","Steven Saylor","American","Arms of Nemesis",104984,13.81,14.37,3.93,0.61,1.12,3.86,0.83,4.01,6.74,4.32,1.54,14.25,4.38
457,220,"male","Steven Saylor","American","Roman Blood",137616,12.78,15.31,3.97,0.52,1.29,4.67,0.83,4.01,6.92,4.61,1.7,14.82,4.59
458,220,"male","Steven Saylor","American","The Venus Throw",121467,12.33,16.34,4.41,0.56,1.72,4.29,0.76,4.6,7.63,4.83,1.67,16.14,4.25
459,221,"male","Michael Sledge","American","The More I Owe You",104104,12.92,13.93,1.68,0.32,1.39,5.31,1.15,4.08,8.33,4.95,1.81,16.15,4.54
460,222,"male","Charles Warren Stoddard","American","For the Pleasure of His Company",61506,24.25,14.91,2.02,0.35,1.2,5.67,0.89,4.76,8.59,4.22,1.83,14.76,4.58
461,223,"male","Glenway Wescott","American","Apartment in Athens",73514,20.88,17.07,1.26,0.39,0.93,7.31,1.49,5.67,7.39,4.56,2.01,14.54,5.05
462,223,"male","Glenway Wescott","American","The Pilgrim Hawk",25288,17.45,16.29,3.22,0.71,0.79,5.19,1.09,5.28,6.92,4.6,1.7,14.14,5.07
463,224,"male","Edmund White","American","A Boy's Own Story",74826,18.74,15.17,5.02,0.79,0.54,4.48,0.67,3.65,6.68,3.82,1.29,13.09,5.31
464,224,"male","Edmund White","American","Our Young Man",83737,13.77,14.55,1.43,0.3,1.38,6.02,1.25,4.16,8.62,4.48,1.78,16.72,5.18
465,225,"male","George Whitmore","American","Nebraska",42826,11.74,17.14,4.73,0.71,1.8,5.12,0.75,4.01,8.38,5.54,1.97,18.37,3.01
466,226,"male","Mark Richard Zubro","American","An Echo of Death",62313,10.78,16.68,4.79,2.35,1.17,3.29,1.12,3.93,7.84,3.75,1.88,18.33,3.88
467,226,"male","Mark Richard Zubro","American","Political Poison",59052,9.8,14.94,2.27,0.81,1.23,4.92,1.77,3.92,7.49,3.53,1.85,18.31,4.16
468,226,"male","Mark Richard Zubro","American","Rust On the Razor",63414,9.97,16.88,5.33,1.33,1.64,3.73,0.78,4.06,8.35,4.07,2.08,18.2,4.34
469,226,"male","Mark Richard Zubro","American","The Only Good Priest",61101,10.12,15.67,4.09,2.09,0.97,4.27,1.07,3.2,6.26,3.56,1.68,16.04,4.6
470,226,"male","Mark Richard Zubro","American","The Principal Cause of Death",60519,10.36,18.49,5.99,1.51,1.63,4.56,0.83,3.95,8.12,3.85,2.06,18.95,3.9
471,226,"male","Mark Richard Zubro","American","Why Isn't Becky Twitchell Dead",61116,9.47,18.02,5.16,1.75,1.26,5.04,1.08,3.73,7.31,3.63,1.8,17.28,4.43
472,227,"female","Amber Dawn","Canadian","Sodom Road Exit",107567,9.92,16.74,6.93,0.85,1.45,3.35,0.53,3.62,7.02,4.29,1.69,14.96,4.64
473,228,"female","Kristyn Dunnion","Canadian","Tarry This Night",55655,9.38,14.13,0.79,0.56,0.81,7.15,1.19,3.62,6.09,3.73,1.61,12.95,4.38
474,229,"female","Helen Humphreys","Canadian","The Evening Chorus",54370,13.36,13.78,1.31,0.16,0.88,5.72,1.37,4.34,7.75,4.89,1.75,15.89,3.98
475,229,"female","Helen Humphreys","Canadian","The Frozen Thames",26091,15.53,12.78,2.38,0.51,0.34,3.36,1.34,4.84,8.65,4.09,1.37,14.77,4.21
476,229,"female","Helen Humphreys","Canadian","The Reinvention of Love",69987,12.36,18.55,7.34,1.11,1.01,3.82,0.6,4.66,9.14,4.69,1.84,16.94,3.95
477,230,"female","Tamai Kobayashi","Canadian","Prairie Ostrich",51934,10.99,12.13,0.36,0.16,0.75,6.58,0.8,3.48,6.08,3.36,1.47,12.81,4.01
478,231,"female","Lydia Kwa","Canadian","Oracle Bone",63214,11.65,14.65,1.77,0.34,1.24,6.35,0.78,4.17,6.61,3.99,1.33,13.97,4.05
479,232,"female","Cheryl Rainfield","Canadian","Scars",52483,8.63,24.09,10.86,0.64,2.77,4.04,0.49,5.28,8.73,5.39,2.86,19.72,3.84
480,232,"female","Cheryl Rainfield","Canadian","Stained",61525,8.85,22.72,10.54,0.65,1.95,4.07,0.86,4.65,8.56,5.22,2.48,19.56,4.01
481,233,"female","Jane Rule","Canadian","Against the Season",73206,10.4,16.44,2.71,0.32,1.97,5.54,0.77,5.12,10.5,5.55,3.23,21.1,4.04
482,233,"female","Jane Rule","Canadian","Contract With the World",104807,12.97,16.66,3.02,0.35,1.42,5.99,0.86,5.01,10.63,5.38,2.92,19.43,4.55
483,233,"female","Jane Rule","Canadian","Desert of the Heart",72591,10.29,15.37,2.51,0.29,1.88,5.59,0.82,4.26,9.7,4.69,2.74,18.89,4.06
484,233,"female","Jane Rule","Canadian","Inland Passage",79780,13.21,16.04,2.89,0.58,1.23,5.69,1.2,4.43,9.64,5.37,2.55,18.68,4.49
485,233,"female","Jane Rule","Canadian","Memory Board",90137,13.41,16.55,2.03,0.46,1.52,6.31,1.35,4.86,10.28,5.38,2.51,19.65,4.5
486,233,"female","Jane Rule","Canadian","This Is Not for You",92798,11.79,18.96,5.76,1.07,3.29,3.35,0.45,5.02,10.52,5.66,3.13,19.97,4.55
487,234,"female","Karen X. Tulchinsky","Canadian","The Five Books of Moses Lapinsky",163512,8.98,13.86,1.54,0.35,1.17,6.34,1.05,3.38,7.27,4.07,1.65,15.4,4.16
488,235,"female","Hilary Bonner","British","Deadly Dance",89537,11.25,18.12,5.28,0.54,1.26,5.17,0.65,5.17,10.51,5.99,2.47,18.95,4.74
489,236,"female","Joanna Briscoe","British","Sleep With Me",84737,10.25,20.64,9.21,0.92,1.29,5.14,0.33,3.72,6.49,4.5,1.43,15.95,4.38
490,236,"female","Joanna Briscoe","British","You",109538,10.46,17.94,2.25,0.22,1.6,9.43,0.68,3.74,6.56,4.35,1.47,15.79,3.71
491,237,"female","Nicola Griffith","British","Always",168526,9.19,17.44,4.95,0.59,2.51,3.54,0.82,5.01,8.2,4.66,2.04,17.52,4.15
492,237,"female","Nicola Griffith","British","So Lucky",39238,9.84,16.65,6.4,0.68,1.52,2.69,0.8,4.54,8.07,4.43,2.25,16.96,4.49
493,238,"female","Radclyffe Hall","British","The Unlit Lamp",112804,14.9,17.55,2.52,0.25,1.74,6.83,1.08,5.11,9.06,4.97,2.08,18.27,4.54
494,238,"female","Radclyffe Hall","British","The Well of Loneliness",165713,20.3,15.68,1.75,0.25,1.29,6.1,1.28,5,8.34,5.36,1.57,16.31,5.01
495,239,"female","Amy Levy","British","The Romance of a Shop",50649,17.36,13.87,1.45,0.64,1.27,5.09,0.85,4.57,7.44,3.76,1.52,15.05,5.11
496,240,"female","Maureen Duffy","British","The Microcosm",122616,14.81,17.72,3.54,1.03,2.64,3.35,1.48,5.64,9.31,5.85,2.57,18.54,4.64
497,241,"female","Rosemary Manning","British","The Chinese Garden",41604,15.04,14.52,3.03,0.79,0.92,4.06,0.86,4.85,7.04,3.96,1.68,14.53,4.5
498,242,"female","Valerie Mason-John","British","Borrowed Body",68010,13.34,17.7,7.58,1.63,1.45,3.04,0.68,3.32,6.69,3.83,1.44,16.61,3.97
499,243,"female","Charlotte Mendelson","British","Almost English",90609,10.67,16.33,1.78,0.27,1.3,7.31,1.1,4.56,8.94,5.22,2.29,17.39,4.29
500,244,"female","Stella Duffy","British","Beneath the Blonde",72033,15.34,14.34,2.42,0.43,1.09,5.08,1.2,4.1,7.71,5.25,1.92,15.97,5.3
501,244,"female","Stella Duffy","British","Calendar Girl",53624,11,18.77,5.27,0.88,1.84,5.32,0.81,4.64,9.35,5.95,2.58,19.27,4.72
502,244,"female","Stella Duffy","British","Fresh Flesh",80885,13.81,15.08,2.02,0.33,1.4,5.6,1.04,4.67,9.28,5.89,2.57,18,5.39
503,244,"female","Stella Duffy","British","Mouths of Babes",67813,11.33,16.89,2.14,0.62,1.78,5.87,1.35,5.11,9.72,6.57,2.78,19.71,5.29
504,244,"female","Stella Duffy","British","Wavewalker",70099,13.55,16.6,2.74,0.43,1.97,5.86,0.96,4.64,9.02,5.82,2.16,18.07,4.92
505,245,"female","Shamim Sarif","British","Despite the Falling Snow",103413,12.5,19.32,1.8,0.32,1.31,9.84,0.97,5.06,8.32,5.37,1.75,17.26,4.16
506,245,"female","Shamim Sarif","British","I Can't Think Straight",54744,14.51,15.76,1.08,0.19,1.04,8.04,0.72,4.7,7.45,4.34,1.55,15.96,4.3
507,245,"female","Shamim Sarif","British","The World Unseen",85524,13.7,16.88,1.36,0.22,1.09,9.1,1.16,3.95,7.11,4.92,1.61,17.73,3.96
